5.16788E+17,Tue Sep 30 03:12:42 +0000 2014,Can't wait to see everybody's opinion on Tom Brady when the Patriots are playing in the AFC Championship.
5.16778E+17,Tue Sep 30 02:33:30 +0000 2014,Fantasy draft players with Tom Brady finally got a point lol
5.16793E+17,Tue Sep 30 03:32:20 +0000 2014,I still take Tom Brady over any QB in January and February
5.16768E+17,Tue Sep 30 01:55:53 +0000 2014,Boy does Tom Brady get pissed when the Pats play crappy. It's awesome to watch. #18-1
5.17017E+17,Tue Sep 30 18:23:17 +0000 2014,Tom brady washed ... Fuck brady
5.16834E+17,Tue Sep 30 06:17:37 +0000 2014,Tom Brady's Wife Gisele Bundchen in Lingerie (Photo) Sexy Model Keeps NE ... - National Ledger  http://t.co/pmdzp0vAeu
5.16963E+17,Tue Sep 30 14:50:09 +0000 2014,Tom Brady couldn't take the pain yesterday lol. . That's a good look for the AFC. . Who will take the throne
5.16783E+17,Tue Sep 30 02:55:53 +0000 2014,Tom Brady.. HA
5.17009E+17,Tue Sep 30 17:52:45 +0000 2014,"Tom Brady and the #Patriots looked more out of sync than N'Sync in their prime @timandsid #timandsid"" #matchgame"
5.16786E+17,Tue Sep 30 03:05:55 +0000 2014,In 2 minutes the Patriots back up did as much as Tom Brady did in 3 quarters 😂 I think the Patriots found their problem...
5.17276E+17,Wed Oct 01 11:33:17 +0000 2014,Tom Brady on now. Got any questions for him?
5.16783E+17,Tue Sep 30 02:55:39 +0000 2014,RIP Tom Brady?
5.16784E+17,Tue Sep 30 02:56:32 +0000 2014,Is Tom brady washed ?
5.16784E+17,Tue Sep 30 02:59:45 +0000 2014,Tom Brady...has fallen
5.16783E+17,Tue Sep 30 02:55:53 +0000 2014,LOL Tom Brady tho
5.16775E+17,Tue Sep 30 02:20:24 +0000 2014,Tom Brady killing me
5.1679E+17,Tue Sep 30 03:22:52 +0000 2014,"Tom Brady throws a pick-six, gets leveled on the return, sulks on the sidelines http://t.co/6CCNYgcDel"
5.1698E+17,Tue Sep 30 15:55:05 +0000 2014,That reporter who asked Bill Belichick if he would be benching Tom Brady in the future needs to be smacked!
5.16777E+17,Tue Sep 30 02:30:03 +0000 2014,I'm not bailing on Tom Brady in week 4. I refuse.
5.16788E+17,Tue Sep 30 03:12:28 +0000 2014,Tom Brady should go play for the fucking mean machines #shavedballs&amp;points #Bradying #paulcrew
5.16921E+17,Tue Sep 30 12:02:33 +0000 2014,I might drop Tom Brady Good lord
5.16784E+17,Tue Sep 30 02:58:35 +0000 2014,I'd say the rookie Bortles had a better week 4 than the great Tom Brady :) #Jaguars
5.16785E+17,Tue Sep 30 03:01:14 +0000 2014,"""@jimrome: Maybe Tom Brady's just showing his support for Brady Hoke."" Brady *Choke*"
5.16786E+17,Tue Sep 30 03:06:00 +0000 2014,"“@Michael_Fabiano: Well, who's dropping Tom Brady after this stink bomb?” ME"
5.16775E+17,Tue Sep 30 02:23:51 +0000 2014,tom brady lol
5.16776E+17,Tue Sep 30 02:25:23 +0000 2014,"“@MyTweetsRealAF: ""Just keep spinning...just keep spinning""-Tom Brady http://t.co/yPgwzKlyQP” lmfao"
5.16784E+17,Tue Sep 30 02:57:43 +0000 2014,Tom Brady doing his EJ imitation tonight.  Pats getting butts kicked by Chiefs.  Couldn't happen to better team.  Bills still in it.
5.16776E+17,Tue Sep 30 02:25:54 +0000 2014,Jesus fucking christ Tom Brady and the Pats are getting wrecked #fuckthepats #Chiefs
5.16817E+17,Tue Sep 30 05:10:06 +0000 2014,"Patriots QB Tom Brady: 'Bad performance by everybody': For Patriots quarterback Tom Brady, this was a Monday night he… #sports #sportsnews"
5.16799E+17,Tue Sep 30 03:57:56 +0000 2014,@Fwiz Tom Brady has become a very limp and weak quarterback.
5.1679E+17,Tue Sep 30 03:23:04 +0000 2014,"Why, exactly, is Drew Bledsoe trending? Tom Brady isn't injured. The only thing he's suffering from is the lack of talent around him."
5.17059E+17,Tue Sep 30 21:11:37 +0000 2014,Harrison: Brady 'scared to death' in pocket - Former New England Patriots safety Rodney Harrison said Tuesday that... http://t.co/cmijAp8xYU
5.16787E+17,Tue Sep 30 03:10:50 +0000 2014,“@SportsNation: BREAKING: TOM BRADY IS RETIRING http://t.co/iPBRaCABg1”pussy ass bitch
5.16834E+17,Tue Sep 30 06:16:55 +0000 2014,Go ahead and doubt Tom Brady ;)
5.16784E+17,Tue Sep 30 02:58:20 +0000 2014,Tom Brady is lucky I have the chiefs as my defense
5.16791E+17,Tue Sep 30 03:27:47 +0000 2014,"@espn tom brady tom brady tom brady tom brady tom brady tom brady tom brady, the Chiefs won you fucking cunts. Quit your homer bullshit."
5.16776E+17,Tue Sep 30 02:27:36 +0000 2014,That whole tom brady thing was fun.
5.16892E+17,Tue Sep 30 10:08:56 +0000 2014,"Tom Brady says,When I suck I will retire....well...I think its time to retire! #NFL"
5.16786E+17,Tue Sep 30 03:04:07 +0000 2014,Tom Brady's night is done.  #MNF #NEvsKC http://t.co/KXY12UZcZg
5.16782E+17,Tue Sep 30 02:49:11 +0000 2014,I wish I could taste Tom Brady's tears. I would drink them out of a goblet and spit them in Bill Belichick's face.
5.16785E+17,Tue Sep 30 03:02:03 +0000 2014,I remember when I first started talking to Sandman and Nathan I made a fool out of myself when they were talking about Tom Brady.
5.16776E+17,Tue Sep 30 02:28:03 +0000 2014,I haven't seen Tom Brady this scared since he went down this water slide. #Chiefs http://t.co/YTQ13HEp3I
5.16784E+17,Tue Sep 30 02:59:03 +0000 2014,I love seeing Tom Brady just suck ass on Monday Night Football! Hahaha
5.16807E+17,Tue Sep 30 04:28:30 +0000 2014,I guess Tom Brady will retire after all 😂 #NEvsKC #NFL #TomBrady
5.17114E+17,Wed Oct 01 00:47:57 +0000 2014,Somebody needs to photo shop a picture of Tom Brady in a washing machine
5.1679E+17,Tue Sep 30 03:21:14 +0000 2014,Poor Tom Brady... #saidnooneever
5.16785E+17,Tue Sep 30 03:02:01 +0000 2014,"@EffinDaniel Im sorry, you don't understand Football language. Tom Brady is a quarterback and he's is having a really bad game."
5.16965E+17,Tue Sep 30 14:55:50 +0000 2014,#Patriots &lt;b&gt;Tom Brady&lt;/b&gt; has stunk so bad his job security is up for discussion https://t.co/CWsdpNioUL
5.16917E+17,Tue Sep 30 11:47:26 +0000 2014,Edelman stops his route... Tom Brady completes a pass to the Chiefs. - http://t.co/SLvF5DUIj3
5.16778E+17,Tue Sep 30 02:35:39 +0000 2014,Done with Tom Brady in Fantasy!
5.1677E+17,Tue Sep 30 02:04:15 +0000 2014,The reason I hate Tom Brady.....
5.16784E+17,Tue Sep 30 02:56:03 +0000 2014,Tom Brady need to retire bra
5.16799E+17,Tue Sep 30 03:58:03 +0000 2014,There's a reason you don't play the name game in fanatsy football. Tom Brady is an exemplary example.
5.16776E+17,Tue Sep 30 02:24:30 +0000 2014,"Tom Brady, wtf man. Seriously"
5.16769E+17,Tue Sep 30 01:58:38 +0000 2014,Patriots quit sucking especially you Tom Brady @Patriots @tombrady120
5.16849E+17,Tue Sep 30 07:17:32 +0000 2014,Honestly what is wrong with Tom Brady at the moment 41-14 to Kansas what a joke
5.1677E+17,Tue Sep 30 02:00:34 +0000 2014,Tom Brady's decline has been awful to watch. It's so bad that I wonder if its something off the field causing it.
5.16801E+17,Tue Sep 30 04:06:47 +0000 2014,«@SportsNation BREAKING: TOM BRADY IS RETIRING http://t.co/zyT8Y0zPLm»
5.16785E+17,Tue Sep 30 03:03:11 +0000 2014,BREAKING: Tom Brady is set to hang up the cleats. Stay tuned for the live press conference after the game.
5.17218E+17,Wed Oct 01 07:43:13 +0000 2014,"Five to Win: Heckles for Tom Brady, Patriots http://t.co/FB36QNbdGj"
5.16769E+17,Tue Sep 30 01:58:31 +0000 2014,Tom Brady bought to do what Tom Brady does best. #comeback
5.17078E+17,Tue Sep 30 22:27:22 +0000 2014,I love my New England Patriots but Robert Kraft should stop being cheap and open up his wallet and get Tom Brady... http://t.co/xxDeO8ChOC
5.17125E+17,Wed Oct 01 01:32:24 +0000 2014,“@Simple__wisdom: “@IceJoeFish: Quote with the worst QB in the NFL”Judging by last night ima say Tom Brady” pretty fucking ballsy lol
5.16796E+17,Tue Sep 30 03:47:10 +0000 2014,Tom Brady said he would retire when he sucks... So expect an announcement tomorrow
5.16774E+17,Tue Sep 30 02:17:10 +0000 2014,PROTECT TOM BRADY DAMN IT 😡😤
5.16787E+17,Tue Sep 30 03:08:59 +0000 2014,@mariomunoz12 our teams are a lot alike except I got tom brady and Peyton manning lol. And manning was on bye
5.16776E+17,Tue Sep 30 02:25:02 +0000 2014,When did Tom Brady become Matt Schaub?
5.16788E+17,Tue Sep 30 03:13:36 +0000 2014,Going to be honest.  New England offensIve line is not as strong as years past. Tom Brady isn't TOM BRADY when he doesn't have that wall.
5.16776E+17,Tue Sep 30 02:25:32 +0000 2014,😡😡😡😡“@Patriots: Sean Smith picks off Tom Brady to give the Chiefs the ball back. #NEvsKC”
5.16786E+17,Tue Sep 30 03:06:08 +0000 2014,Jimmy Garopolo is extremely handsome. He's the perfect replacement for Tom Brady.
5.16998E+17,Tue Sep 30 17:09:53 +0000 2014,Looks like it is about his time. http://t.co/fyk75Td6tA
5.16961E+17,Tue Sep 30 14:41:09 +0000 2014,Brady on #theneeds: http://t.co/iP72ikgiCG
5.16786E+17,Tue Sep 30 03:06:02 +0000 2014,"Out comes Tom Brady, in comes the Italian Stallion, Jimmy Garropolo. The torch is being passed and history is being made folks"
5.16791E+17,Tue Sep 30 03:26:53 +0000 2014,Tom Brady gotta retire lolol
5.16804E+17,Tue Sep 30 04:18:47 +0000 2014,BRADY BENCHED IN MONDAY NIGHT BLOWOUT http://t.co/WCotu1q2n0
5.16812E+17,Tue Sep 30 04:49:06 +0000 2014,Only Smart People Can Solve This Puzzle.🙊  iPhone/iPad=&gt;http://t.co/69r1oCzDhX   #TomBrady Tom Brady http://t.co/pPIy07i3uB
5.16999E+17,Tue Sep 30 17:11:29 +0000 2014,"Is Tom Brady As We Know Him Finished? http://t.co/tRRZlyMNbd #money #dogecoin #bitcoin #news, #love, #photography,#fashion, #health, #f..."
5.16999E+17,Tue Sep 30 17:11:58 +0000 2014,@Thatdamngood1 real shit and tom brady helped me out last i got thank bellicheck for not giving him and line or recievers
5.16777E+17,Tue Sep 30 02:30:09 +0000 2014,"If you are a dolphin fan, I can understand why you are so happy right now !:) Tom Brady isn't the same anymore!! #Finally #AFCEASTCHAMPS2014"
5.16785E+17,Tue Sep 30 03:01:06 +0000 2014,TOM BRADY IS BETTER THAN PEYTON MANNING! 😂😂😂
5.16995E+17,Tue Sep 30 16:56:17 +0000 2014,Love how people are talking so much crap about Tom Brady😂 #oneoftheGOAT #Top3
5.16768E+17,Tue Sep 30 01:55:21 +0000 2014,Tom Brady and Drew Brees know how Tony Romo has felt for his career #nohelp
5.17004E+17,Tue Sep 30 17:31:45 +0000 2014,“@danieltosh: bill belichick and tom brady should go back to cheating.”
5.16786E+17,Tue Sep 30 03:05:16 +0000 2014,Tom Brady finally has a good backup
5.16796E+17,Tue Sep 30 03:47:41 +0000 2014,I am not a fan of him but Tom Brady is looking hella good in his post game interview
5.16863E+17,Tue Sep 30 08:13:08 +0000 2014,Mostly NFL Notes: Tom Brady's continued decline and a look around the league in Week 4 http://t.co/7gaKbCxqih #got500
5.16784E+17,Tue Sep 30 02:59:43 +0000 2014,fatherless niggas on twitter ready to call tom brady a bum and they wonder why they dad just left.
5.16796E+17,Tue Sep 30 03:44:30 +0000 2014,Alex smith &gt;&gt;&gt;&gt; Tom Brady
5.16795E+17,Tue Sep 30 03:41:13 +0000 2014,"“@SportsCenter: ""You almost feel sorry for Tom Brady, right?"" - Ray Lewis” not really haha"
5.16776E+17,Tue Sep 30 02:25:34 +0000 2014,"Seriously Tom Brady, suck my ass. #ChiefsKingdom #RedAndYellow!!!! 👊👊👊👊"
5.16784E+17,Tue Sep 30 02:56:04 +0000 2014,Someone tell Tom Brady they are wearing white lol
5.16785E+17,Tue Sep 30 03:01:33 +0000 2014,“@CauseWereGuys: Tom Brady be like http://t.co/Qq85Bzggbl” CHHIIIIIEEFFFFFS
5.16795E+17,Tue Sep 30 03:41:39 +0000 2014,"“@SportsCenter: ""You almost feel sorry for Tom Brady, right?"" - Ray Lewis” nope, not at all"
5.16784E+17,Tue Sep 30 02:58:30 +0000 2014,"Those who are watching the Chiefs vs Patriots game, I have one question for you. Tom Brady or Joe Montana. #Choose wisely!"
5.16802E+17,Tue Sep 30 04:09:15 +0000 2014,Tom Brady is still better than Peyton Manning
5.17095E+17,Tue Sep 30 23:34:29 +0000 2014,Zdeno Chara knows how Tom Brady feels - via @SportsCenter http://t.co/FMzo2GgxA5 #Chara #TheMan #Faith
5.16787E+17,Tue Sep 30 03:11:09 +0000 2014,Best wishes to Tom Brady in his future endeavors. #Yousuck
5.16785E+17,Tue Sep 30 03:02:33 +0000 2014,RIP Tom Brady pls no
5.16775E+17,Tue Sep 30 02:24:06 +0000 2014,"Dear Tom Brady, you said you would retire when you sucked. Well...we're waiting."
5.17124E+17,Wed Oct 01 01:28:22 +0000 2014,"Zdeno Chara: Tom Brady Is ‘Going To Be Fine,’ Will Prove Doubters Wrong http://t.co/gP9Cs7FgkE"
5.16786E+17,Tue Sep 30 03:04:06 +0000 2014,Our @KCChiefs are dominating the @Patriots! Tom Brady looks beat down. #GoChiefs #Arrowhead #BeatThePatriots
5.16793E+17,Tue Sep 30 03:32:47 +0000 2014,@damienwoody I would LOVE to see you stop making excuses for Tom Brady.
5.16783E+17,Tue Sep 30 02:54:01 +0000 2014,"I mean even when Tom Brady loses the game, he's still kinda winning. #HesTheMan"
5.17003E+17,Tue Sep 30 17:26:46 +0000 2014,@YoungTaylorr that wasn't him Alex smith and tom Brady switched jerseys
5.17062E+17,Tue Sep 30 21:24:19 +0000 2014,@LeBatardShow I hate Tom Brady for wearing Ugg boots.
5.16885E+17,Tue Sep 30 09:38:39 +0000 2014,"NO-BODY,IS TAKEN OR DECLARING 2BE- TOM,BRADY. BRADY IS NT GOD THUS SHALL,MAKE SOME FALLS. BUT STAY-TIGHT IN GOD WE TRUST,AMEN.-: APO,JEBAGUA"
5.17074E+17,Tue Sep 30 22:11:19 +0000 2014,"""Where is the security blanket for Tom Brady? @RobGronkowski is not getting it done""! @36westbrook just said that on http://t.co/b5SYIgpNTd"
5.1679E+17,Tue Sep 30 03:21:42 +0000 2014,TIL Tom Brady isn't good anymore. http://t.co/TS7ZbvhiBh
5.1679E+17,Tue Sep 30 03:23:06 +0000 2014,@GrimesPanther @tom_danielson Tom Brady pees sitting down.  #RealTalk #OnMyTeam #RamRodSucks
5.16783E+17,Tue Sep 30 02:55:55 +0000 2014,Tom Brady having a bad night.....
5.16784E+17,Tue Sep 30 02:57:07 +0000 2014,But y'all was just saying tom Brady is the best qb in the league about a week ago .
5.17064E+17,Tue Sep 30 21:30:36 +0000 2014,Fuck Tom Brady
5.16776E+17,Tue Sep 30 02:24:34 +0000 2014,The end for tom Brady
5.16776E+17,Tue Sep 30 02:25:28 +0000 2014,"Yeah, Tom Brady isn't playing well. But if you look in his eyes long enough, you'll probably start to feel better."
5.16781E+17,Tue Sep 30 02:44:35 +0000 2014,Love watching Tom Brady lose.
5.16997E+17,Tue Sep 30 17:03:53 +0000 2014,"@WayneCain2 TOM BRADY SUCKS, WORST QB NA"
5.17E+17,Tue Sep 30 17:16:47 +0000 2014,Tom Brady looks lost this season. He didn't look good last night.
5.16956E+17,Tue Sep 30 14:23:19 +0000 2014,Patriots' Tom Brady: 'I know we are not going… http://t.co/knJroYXd2I #NewEnglandPatriots #RobGronkowski #KenbrellThompkins #AaronDobson
5.1715E+17,Wed Oct 01 03:14:07 +0000 2014,BREAKINGNEWZ: Tom Brady in to pitch for the As.
5.16901E+17,Tue Sep 30 10:41:23 +0000 2014,"“@JeopardySports: ""Who is: Tom Brady?"" #JeopardySports http://t.co/jiV4sNNv65” @NickFerraro11"
5.16786E+17,Tue Sep 30 03:06:10 +0000 2014,"garropolo is a stud.. when Tom Brady is gone, that man will continue the dynasty of winning a model-fucking QBs in NE"
5.16774E+17,Tue Sep 30 02:16:20 +0000 2014,In The Back Of My Head There's A Feeling That Tom Brady Is Gunna Pull Some Shit &amp; Come Back
5.16776E+17,Tue Sep 30 02:25:41 +0000 2014,"I have a feeling Tom Brady will end up in that diner w/ Matt Leinart and The Boz tomorrow night. ""We can go back to college!?"" #HatsandTats"
5.16782E+17,Tue Sep 30 02:51:41 +0000 2014,"Tom Brady, welcome to the fantasy league free agency"
5.16789E+17,Tue Sep 30 03:18:09 +0000 2014,I love it...Tom Brady got benched. #CryBaby 😂😂😂
5.16784E+17,Tue Sep 30 02:56:38 +0000 2014,Did Tom Brady not see that nigga waiting for him to throw it ??
5.16813E+17,Tue Sep 30 04:55:06 +0000 2014,"Just dropped Tom Brady in fantasy, can't believe how miserable he and that entire team looks"
5.1688E+17,Tue Sep 30 09:20:43 +0000 2014,Interview with Tom Brady http://t.co/8grKvKzmAC
5.16797E+17,Tue Sep 30 03:49:20 +0000 2014,"""@SportsCenter: ""You almost feel sorry for Tom Brady, right?"" - Ray Lewis"" Nope. Not at all. #TeamPeyton"
5.16784E+17,Tue Sep 30 02:56:45 +0000 2014,This is really Tom Brady. This is real life y'all.
5.16832E+17,Tue Sep 30 06:08:23 +0000 2014,My Mom is such a Patriots fan mostly due to Tom. Mom Fukuzaki is in disbelief after tonight's game. Brady said he will stop when he sucks
5.17048E+17,Tue Sep 30 20:25:59 +0000 2014,"Three thoughts: Chiefs humiliate dismal Patriots, Brady on Monday  http://t.co/hq68bM7o28 via @SInow"
5.16786E+17,Tue Sep 30 03:07:44 +0000 2014,"This is an example of what I've been saying for years, Tom Brady is not good, what is he without his o-lines perfect protection! He is 🚮"
5.16785E+17,Tue Sep 30 03:03:36 +0000 2014,Tom Brady will prob get home after the game to play madden on easy just to beat the Chiefs.
5.16775E+17,Tue Sep 30 02:21:21 +0000 2014,"Niggas blame Tom Brady, but not the weak ass O-line who fuck around and don't protect him. Solder gave the Cheifs a touchdown..pathetic"
5.16784E+17,Tue Sep 30 02:58:29 +0000 2014,Tom Brady retires after this game?
5.16775E+17,Tue Sep 30 02:24:00 +0000 2014,Tom Brady needs Marc Trestman.
5.16785E+17,Tue Sep 30 03:01:28 +0000 2014,"Tom Brady on the bench like ""i cant block, snap the ball, run the ball, throw the ball, and catch the ball.. i need help bill"""
5.16775E+17,Tue Sep 30 02:23:17 +0000 2014,Tom Brady is drunj.
5.16783E+17,Tue Sep 30 02:55:40 +0000 2014,Tom Brady is dead.
5.16811E+17,Tue Sep 30 04:43:42 +0000 2014,"Tom Brady 9/29: ""Just a bad performance by everybody""  WATCH: http://t.co/0ZZGaQZvbD #patriotsvschiefs #NFL"
5.17178E+17,Wed Oct 01 05:04:33 +0000 2014,Have things gotten so bad for Tom Brady that today Gisele was asked if she was leaving him for Jimmy Garoppolo?
5.1679E+17,Tue Sep 30 03:23:44 +0000 2014,Brady Quinn&gt; Tom Brady
5.16805E+17,Tue Sep 30 04:21:20 +0000 2014,What's tom Brady's last name
5.16786E+17,Tue Sep 30 03:07:24 +0000 2014,Um.. No one told me Tom Brady's understudy was gorgeous. #Garoppolo
5.16785E+17,Tue Sep 30 03:01:42 +0000 2014,Maybe Tony Eason but Tom is no Steve Grogan “@YSportsEvan: Who took Tom Brady and replaced him with Steve Grogan?”
5.16783E+17,Tue Sep 30 02:55:45 +0000 2014,LOL TOM BRADY SUCKS
5.17096E+17,Tue Sep 30 23:37:13 +0000 2014,Listen to what Steve Young (Hall of Fame QB) said about Tom Brady....SportsCenter.com.
5.16775E+17,Tue Sep 30 02:21:21 +0000 2014,My nigga tom Brady mad AF
5.16785E+17,Tue Sep 30 03:00:41 +0000 2014,@SchmidtScott13 me and Tom Brady have the same birthday.
5.16784E+17,Tue Sep 30 02:56:24 +0000 2014,Witnessing the worst game of Tom Brady's career.
5.16771E+17,Tue Sep 30 02:04:57 +0000 2014,"Fuck you, Tom Brady. 😎"
5.16784E+17,Tue Sep 30 02:57:08 +0000 2014,Tom Brady is the 3rd best qb in that division
5.17077E+17,Tue Sep 30 22:20:36 +0000 2014,Tom Brady should not be on fantasy rosters http://t.co/lDOEbVjP0B
5.16775E+17,Tue Sep 30 02:24:10 +0000 2014,Tom Brady who😂😂😂😂
5.16787E+17,Tue Sep 30 03:11:27 +0000 2014,Brady needs to show that hunger all he has been doing is complaining. suck it up Tom it's your team but not for long if this continues
5.16777E+17,Tue Sep 30 02:30:52 +0000 2014,Good thing I started Kirk Cousins over Tom Brady...#GlueFactory
5.16779E+17,Tue Sep 30 02:39:15 +0000 2014,@410isaiah Forgot u the type dat like a certain player but Tom Brady I don't like his work
5.16784E+17,Tue Sep 30 02:58:47 +0000 2014,“@TheMystikRager: Tom Brady has failed us 😔” - Unfortunately
5.16788E+17,Tue Sep 30 03:12:28 +0000 2014,If you really think Tom Brady is a bad quarterback you need to reevaluate some things
5.16779E+17,Tue Sep 30 02:39:57 +0000 2014,Finally Tom Brady is living up to his 6th round potential...
5.16785E+17,Tue Sep 30 03:02:06 +0000 2014,“@KashDracoMusic: Guess who has Tom Brady on their Fantasy team 😌🔫” 😂😂😂
5.16775E+17,Tue Sep 30 02:23:57 +0000 2014,Come on Tom Brady 😩😩
5.16785E+17,Tue Sep 30 03:00:17 +0000 2014,@98_mimiie I love him k 😞❤️
5.16937E+17,Tue Sep 30 13:07:44 +0000 2014,Tom Brady's reaction! It's time to retire #TomBrady #MondayNightFootball #MNF #chiefs #Patriots #PatriotsNation http://t.co/zlWSFUXIsV
5.16774E+17,Tue Sep 30 02:18:05 +0000 2014,Tom Brady starting to feel like Byron Bell is blocking for him.
5.17143E+17,Wed Oct 01 02:43:20 +0000 2014,There's a rumor Tom Brady is going to get traded to the cardinals. I just started it.
5.16952E+17,Tue Sep 30 14:06:16 +0000 2014,Tom Brady and the Patriots have not won the Super Bowl since 2004 season. Reputation better than reality.
5.16788E+17,Tue Sep 30 03:13:12 +0000 2014,Remember when Tom Brady was just a backup that got a lucky break?? Hahaha omg see ya Brady:)
5.17026E+17,Tue Sep 30 18:59:51 +0000 2014,I wish everybody would get tf off Tom Brady.
5.16787E+17,Tue Sep 30 03:11:09 +0000 2014,Tom Brady: So this is how Bledsoe felt
5.16775E+17,Tue Sep 30 02:23:16 +0000 2014,@SmooveCac yep bye tom brady
5.16774E+17,Tue Sep 30 02:18:36 +0000 2014,Tom Brady .. Thank you for being awful on the night I really need you. What else should I have expected from a guy from Michigan 😡
5.16775E+17,Tue Sep 30 02:20:29 +0000 2014,Tom Brady looks shook.
5.16785E+17,Tue Sep 30 03:03:58 +0000 2014,@CaitlinCordeiro yes look how good the backup is damn Tom Brady gonna be second string fast!
5.16793E+17,Tue Sep 30 03:32:25 +0000 2014,"Tony Romo has a great game last night and Tom Brady has a terrible game tonight. Folks, get in your underground bunkers. The world is ending"
5.16776E+17,Tue Sep 30 02:24:45 +0000 2014,Nice of Tom Brady to pay tribute to his alma mater with this performance tonight.
5.16784E+17,Tue Sep 30 02:56:18 +0000 2014,Tom Brady playing like Paul Crew of the Longest Yard
5.16933E+17,Tue Sep 30 12:52:00 +0000 2014,Keep the faith! Was this the end for Tom Brady and the New England Patriots' dynasty? http://t.co/j74ZNnZp76 via @YahooSports
5.16803E+17,Tue Sep 30 04:13:02 +0000 2014,People take advantage of even the slightest opportunities to trash Tom Brady. Let the man live. He is the damn GOAT
5.1679E+17,Tue Sep 30 03:23:01 +0000 2014,Tom Brady's Wife Gisele Bundchen in Lingerie (Photo) Sexy Model Keeps NE Patriots QB in Line http://t.co/mArDridDog
5.173E+17,Wed Oct 01 13:08:19 +0000 2014,Now everyone is realizing that the Tom Brady and 21 scrubs strategy doesn't work?
5.16769E+17,Tue Sep 30 02:00:20 +0000 2014,@G1Hexatron F the cheating ass Patriots and pussy Tom Brady. Glad he doesn't have the cheating team he used to.
5.16784E+17,Tue Sep 30 02:59:26 +0000 2014,@tom_brady__ Never say that again ok
5.16787E+17,Tue Sep 30 03:09:17 +0000 2014,"""@nfl: Jimmy Garoppolo replaces Tom Brady...  And throws a TD pass to Rob Gronkowski. #NEvsKC"" 😱"
5.16795E+17,Tue Sep 30 03:41:41 +0000 2014,So sad I didn’t get to see Tom Brady’s masterpiece tonight since I was driving back from Midway.
